項番,記事URL,記事公開日,記事レーティング,記事カテゴリ,検証対象URL,検証対象,クレーム,証拠URL,証拠説明文,証拠先行ラベル,逆クレームラベル,証拠URLリスト,真実性ラベル,正当性説明文,画像数,画像1_改ざんラベル,画像1_OOCラベル,画像1_AI生成ラベル,画像2_改ざんラベル,画像2_OOCラベル,画像2_AI生成ラベル,画像3_改ざんラベル,画像3_OOCラベル,画像3_AI生成ラベル,画像4_改ざんラベル,画像4_OOCラベル,画像4_AI生成ラベル,動画数,動画1_改ざんラベル,動画1_OOCラベル,動画1_AI生成ラベル,再利用ラベル,OOCラベル
415,https://www.factcheckcenter.jp/fact-check/international/false-musk-bought-cnn-3-billion/,2025/3/5,誤り,国際,https://x.com/i/status/1896134615066464311,テキスト,2024年にイーロン・マスク氏がCNNを30億ドルで買収することに合意した。,https://www.usatoday.com/story/news/factcheck/2024/11/08/elon-musk-buy-cnn-fact-check/76132850007/,この主張は、11月4日にFacebookに「Gridiron Glory」という風刺アカウントによって投稿され、この主張が繰り返されていますが、それを裏付ける証拠は示されていません。,True,False,https://spacexmania.com/about-us/ https://www.usatoday.com/story/news/factcheck/2024/11/08/elon-musk-buy-cnn-fact-check/76132850007/ https://www.snopes.com/fact-check/elon-musk-bought-cnn/ https://fullfact.org/online/elon-musk-cnn-3-billion/ https://www.reuters.com/fact-check/elon-musk-did-not-sign-3-billion-deal-buy-cnn-2024-11-18/ https://www.politifact.com/factchecks/2024/oct/24/threads-posts/story-about-elon-musk-buying-cnn-originated-on-a-s/,False,イーロン・マスク氏がCNNを30億ドルで買収したとの主張は誤り。風刺サイトが発信した事実と異なる情報だ。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
416,https://www.factcheckcenter.jp/fact-check/international/false-musk-bought-cnn-3-billion/,2025/3/5,誤り,国際,https://x.com/i/status/1896134615066464311,テキスト,2024年にイーロン・マスク氏がCNNを30億ドルで買収するという主張は、風刺サイトが発信した事実と異なる情報である。,https://www.usatoday.com/story/news/factcheck/2024/11/08/elon-musk-buy-cnn-fact-check/76132850007/,この主張は、11月4日にFacebookに「Gridiron Glory」という風刺アカウントによって投稿され、この主張が繰り返されていますが、それを裏付ける証拠は示されていません。,True,True,https://spacexmania.com/about-us/ https://www.usatoday.com/story/news/factcheck/2024/11/08/elon-musk-buy-cnn-fact-check/76132850007/ https://www.snopes.com/fact-check/elon-musk-bought-cnn/ https://fullfact.org/online/elon-musk-cnn-3-billion/ https://www.reuters.com/fact-check/elon-musk-did-not-sign-3-billion-deal-buy-cnn-2024-11-18/ https://www.politifact.com/factchecks/2024/oct/24/threads-posts/story-about-elon-musk-buying-cnn-originated-on-a-s/,True,イーロン・マスク氏がCNNを30億ドルで買収したとの情報は、風刺サイトが発信した事実と異なる情報だ。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
417,https://www.factcheckcenter.jp/fact-check/politics/false-shugiin-budget-committee/,2025/3/6,誤り,政治,https://x.com/i/status/1895382372406981013,テキスト,2025年2月28日の衆院予算委員会で、安住淳委員長（立憲民主党）が、れいわ新選組の共同代表、大石晃子議員の質問を15分ある持ち時間を11分で遮った。,https://www.shugiintv.go.jp/jp/index.php?ex=VL&deli_id=55546&media_type=,2025年2月28日の衆院予算委員会で、れいわ新選組の共同代表、大石晃子議員の代表質問は、安住淳委員長（立憲民主党）から質問時間超過の注意を受け、かつ、最終的に58秒オーバーした。,True,False,https://www.shugiintv.go.jp/jp/index.php?ex=VL&deli_id=55546&media_type=,False,「安住委員長が大石議員の質問を持ち時間の途中で遮った」との主張は誤り。大石議員は終了予定時刻を超過して注意を受けつつ演説を続行していた。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
418,https://www.factcheckcenter.jp/fact-check/politics/false-shugiin-budget-committee/,2025/3/6,誤り,政治,https://x.com/i/status/1895382372406981013,テキスト,2025年2月28日の衆院予算委員会で、れいわ新選組の共同代表、大石晃子議員の代表質問は、安住淳委員長（立憲民主党）から質問時間超過の注意を受け、かつ、最終的に58秒オーバーした。,https://www.shugiintv.go.jp/jp/index.php?ex=VL&deli_id=55546&media_type=,2025年2月28日の衆院予算委員会で、れいわ新選組の共同代表、大石晃子議員の代表質問は、安住淳委員長（立憲民主党）から質問時間超過の注意を受け、かつ、最終的に58秒オーバーした。,True,True,https://www.shugiintv.go.jp/jp/index.php?ex=VL&deli_id=55546&media_type=,True,大石議員は終了予定時刻を超過して注意を受けつつ演説を続行していた。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
419,https://www.factcheckcenter.jp/fact-check/politics/false-rachi-funds-16billion/,2025/3/7,誤り,政治,https://x.com/i/status/1894529940642828604,"テキスト,画像1",2025年時点で、毎年16億円の税金が「北朝鮮に拉致された日本人を救出するための全国協議会（救う会）」に支出されている。,http://www.sukuukai.jp/img2/R06.pdf,全国協議会2024年度決算によれば、同年度の当期収入は約2900万円。その内訳はカンパによる「支援金」が約2300万円、「救う会」が販売しているブルーリボンバッジによる支援金が約280万円、その他に集会やセミナーによる収入や資料頒布などによる雑収入などが計上されている。前期繰越収支差額は約5900万円で、2024年度の収入合計は約8800万円だ。,True,False,http://www.sukuukai.jp/img2/R06.pdf http://www.sukuukai.jp/img2/kakuti_R05.pdf,False,毎年16億円の税金が「救う会」に支出されているとの主張は誤り。「救う会」全国協議会・加盟組織の公開された決算報告には公費からの収入や16億円の収入は記載されておらず、16億円に関する根拠も一切示されていない。,1,True,False,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,False
420,https://www.factcheckcenter.jp/fact-check/politics/false-rachi-funds-16billion/,2025/3/7,誤り,政治,https://x.com/i/status/1894529940642828604,"テキスト,画像1",毎年16億円の税金が「北朝鮮に拉致された日本人を救出するための全国協議会（救う会）」に支出されている根拠がない。,http://www.sukuukai.jp/img2/R06.pdf,全国協議会2024年度決算によれば、同年度の当期収入は約2900万円。その内訳はカンパによる「支援金」が約2300万円、「救う会」が販売しているブルーリボンバッジによる支援金が約280万円、その他に集会やセミナーによる収入や資料頒布などによる雑収入などが計上されている。前期繰越収支差額は約5900万円で、2024年度の収入合計は約8800万円だ。,True,True,http://www.sukuukai.jp/img2/R06.pdf http://www.sukuukai.jp/img2/kakuti_R05.pdf,True,毎年16億円の税金が「救う会」に支出されているとの主張は誤り。「救う会」全国協議会・加盟組織の公開された決算報告には公費からの収入や16億円の収入は記載されておらず、16億円に関する根拠も一切示されていない。,1,True,True,False,-,-,-,-,-,-,-,-,-,0,-,-,-,NA,True
421,https://www.factcheckcenter.jp/fact-check/international/false-uk-stands-with-trump/,2025/3/10,誤り,国際,https://x.com/i/status/1896948801455456263,"テキスト,動画1",投稿された動画は、2025年3月にイギリスがばかげた戦争に突っ込んで世界大戦を引き起こす危機を止めるために、英国民がトランプと連帯する集会の動画である。,https://www.youtube.com/watch?v=V91iOdaJL0s,動画は、2018年7月14日、ロンドン・ホワイトホールでのトランプ支持集会および「トミー・ロビンソンを自由に」抗議デモの様子で、大勢の人々が集まった。,True,False,https://www.youtube.com/watch?v=V91iOdaJL0s https://www.reuters.com/fact-check/video-shows-london-pro-trump-rally-2018-not-2025-2025-03-06/,False,拡散した動画は2018年撮影のもので、反トランプ集会に対抗して開かれた支持集会であり、現在のものでも「世界大戦をとめるため」でもない。よって誤りと判定した。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,True,False,True,True
422,https://www.factcheckcenter.jp/fact-check/international/false-uk-stands-with-trump/,2025/3/10,誤り,国際,https://x.com/i/status/1896948801455456263,"テキスト,動画1",投稿された動画は、2018年7月14日に、前日に開かれたトランプ訪英への抗議デモに対抗する形でイギリスで開かれたトランプ支持集会の動画である。,https://www.youtube.com/watch?v=V91iOdaJL0s,動画は、2018年7月14日、ロンドン・ホワイトホールでのトランプ支持集会および「トミー・ロビンソンを自由に」抗議デモの様子で、大勢の人々が集まった。,True,True,https://www.youtube.com/watch?v=V91iOdaJL0s https://www.reuters.com/fact-check/video-shows-london-pro-trump-rally-2018-not-2025-2025-03-06/,True,拡散した動画は2018年撮影のもので、反トランプ集会に対抗して開かれた支持集会である。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,False,False,False,True,False
423,https://www.factcheckcenter.jp/fact-check/health/false-claim-suga-vaccine-mislead/,2025/3/12,誤り,医療・健康,https://x.com/i/status/1898362354171035776,"テキスト,動画1",投稿された動画は、2021年3月16日に菅元首相(当時)が新型コロナのワクチン接種をする際に、刺すと引っ込む針を使っている動画である。,https://www.kantei.go.jp/jp/99_suga/actions/202103/16vaccine.html,動画は、2021年3月16日に菅元首相(当時)が実際に新型コロナのワクチン接種をしている様子である。,True,False,https://www.youtube.com/watch?v=pZFrDH9lyfI https://www.kantei.go.jp/jp/99_suga/actions/202103/16vaccine.html,False,菅元首相が針が飛び出す仕掛けの注射を使ってワクチン接種を誤魔化したという情報は誤り。映像の角度によるもので、別の映像では針が確認できる。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,True,False,True,True
424,https://www.factcheckcenter.jp/fact-check/health/false-claim-suga-vaccine-mislead/,2025/3/12,誤り,医療・健康,https://x.com/i/status/1898362354171035776,"テキスト,動画1",投稿された動画は、2021年3月16日に菅元首相(当時)が実際に新型コロナのワクチン接種をしている動画である。,https://www.kantei.go.jp/jp/99_suga/actions/202103/16vaccine.html,動画は、2021年3月16日に菅元首相(当時)が実際に新型コロナのワクチン接種をしている様子である。,True,True,https://www.youtube.com/watch?v=pZFrDH9lyfI https://www.kantei.go.jp/jp/99_suga/actions/202103/16vaccine.html,True,映像の角度によって菅元首相が針が飛び出す仕掛けの注射を使ってるようにも見えるが、別の映像では針が確認できる。,0,-,-,-,-,-,-,-,-,-,-,-,-,1,True,False,False,True,False
425,https://www.factcheckcenter.jp/fact-check/health/fact-check-health-no-evidence-covid-vaccines-shorten-life-expectancy/,2025/3/13,根拠不明,医療・健康,https://x.com/i/status/1889507830216237276,テキスト,30歳の人が3回新型コロナワクチンを打ったら55歳までしか生きられない。,https://www.usatoday.com/story/news/factcheck/2023/09/19/no-evidence-covid-19-vaccines-shorten-life-expectancy-fact-check/70796776007/,米国疾病予防管理センター（CDC）のデータには、COVID-19ワクチン接種と平均寿命の低下との関連を示す証拠は存在しない。,True,False,https://science.feedback.org/review/no-evidence-that-covid-19-vaccines-reduces-the-life-expectancy-of-vaccinated-people-covid-19-vaccines-dont-increase-mortality-rate/ https://www.usatoday.com/story/news/factcheck/2023/09/19/no-evidence-covid-19-vaccines-shorten-life-expectancy-fact-check/70796776007/ https://ghanafact.com/2021/05/fact-check-no-evidence-mrna-covid-19-vaccines-reduce-life-expectancy-or-cause-infertility/ https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_yuukousei_anzensei.html,NEI,新型コロナワクチンによって寿命が短くなることを示したデータがあるとの情報は根拠不明。接種開始から4年しか経っていないワクチンに関して25年後のデータがあると主張する明らかな誤りもある他、類似の情報が過去に何度も世界で検証され、根拠不明や誤りと判定されている。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
426,https://www.factcheckcenter.jp/fact-check/health/fact-check-health-no-evidence-covid-vaccines-shorten-life-expectancy/,2025/3/13,根拠不明,医療・健康,https://x.com/i/status/1889507830216237276,テキスト,30歳の人が3回新型コロナワクチンを打ったら55歳までしか生きられないかどうかはわからない。,https://www.usatoday.com/story/news/factcheck/2023/09/19/no-evidence-covid-19-vaccines-shorten-life-expectancy-fact-check/70796776007/,米国疾病予防管理センター（CDC）のデータには、COVID-19ワクチン接種と平均寿命の低下との関連を示す証拠は存在しない。,True,True,https://science.feedback.org/review/no-evidence-that-covid-19-vaccines-reduces-the-life-expectancy-of-vaccinated-people-covid-19-vaccines-dont-increase-mortality-rate/ https://www.usatoday.com/story/news/factcheck/2023/09/19/no-evidence-covid-19-vaccines-shorten-life-expectancy-fact-check/70796776007/ https://ghanafact.com/2021/05/fact-check-no-evidence-mrna-covid-19-vaccines-reduce-life-expectancy-or-cause-infertility/ https://www.mhlw.go.jp/stf/seisakunitsuite/bunya/vaccine_yuukousei_anzensei.html,True,新型コロナワクチン接種開始から4年しか経っていないため、新型コロナワクチンによって寿命が短くなることを示すことは現時点ではできない。,0,-,-,-,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-
